Field,ID,RA,DEC,z_Spec,Environment,Delta_Gal,Delta_Gal_err,M_UV,M_UV_err,beta_UV,beta_UV_err,Stellar_Mass_Low,Stellar_Mass_Med,Stellar_Mass_Upp,SFR_100_Low,SFR_100_Med,SFR_100_Upp
GN,17807,189.196919,62.284511,5.1878,JADES-GN-OD-5.191,4.791177,0.331295,-20.504929,0.047146,-2.30867,0.144511,8.911117854833776,9.162243292074905,9.328996592120482,0.4746122661167061,0.7186510275611858,0.9951334890686703
GN,18522,189.135673,62.286379,5.264,Field,3.383219,0.254337,-18.128539,0.120159,-2.034486,0.380897,8.535998264958863,8.689333794544062,8.770532293248401,-0.33521719458562677,-0.08979270071353293,0.1820509148743617
GN,18536,189.155311,62.286473,6.8063,Field,0.843318,0.059831,-20.221086,0.030496,-1.978772,0.090083,8.471582721810458,8.643558446963269,8.77351827343498,0.33275367477291945,0.5522246121781724,0.7513221187697013
GN,18597,189.103895,62.286617,5.641,Field,0.539883,0.15413,-19.276914,0.093214,-2.129508,0.188485,8.100831920384707,8.424528145400044,8.598932121364033,-0.1037601462257898,0.16366535281813482,0.46346571615892135
GN,18701,189.12341,62.286958,5.9779,Field,2.006012,0.055118,-18.762059,0.10801,-2.958784,0.297658,7.3715825693271935,7.471701221528271,7.60888667246121,-0.7135209302583178,-0.5385079370458077,-0.40401891224815506
GN,18865,189.199042,62.287441,7.0699,Field,2.558719,0.060338,-18.805379,0.083704,-2.552994,0.268637,7.656835536712039,7.8289083035029225,7.990227440612108,-0.5341904922732774,-0.2587265034384365,-0.005341158654264371
GN,18899,189.162789,62.28755,7.0113,JADES-GN-OD-7.025,8.751773,0.060726,-18.503589,0.144108,-1.556726,0.390667,8.094504359265601,8.263978851237379,8.452804245359106,0.004683593528180457,0.23229915193060158,0.4360269226903238
GN,18968,189.183355,62.287736,7.0208,JADES-GN-OD-7.025,5.398537,0.055742,-20.11376,0.030384,-2.726293,0.110029,8.418627204002894,8.49548716270475,8.563074707991536,0.3841577428407407,0.5087070599380124,0.6019502631926065
GN,19531,189.096552,62.289282,5.626,Field,0.019888,0.227499,-18.438687,0.139699,-2.769553,0.346859,7.516859296437621,7.697085292303419,7.904978401139173,-0.6925072591050048,-0.4197418232620734,-0.1954237243607946
GN,19858,189.161923,62.290389,6.9961,Field,7.361204,0.060627,-18.141857,0.167066,-2.34831,0.502903,7.661374057793881,7.880716203048512,8.09958368758312,-0.4806390392138572,-0.22776108828037922,0.002973656760239882
GN,20194,189.107226,62.291404,5.599,Field,0.400233,0.25943,-18.147359,0.184018,-1.955487,0.373231,7.750058903675118,7.889526883793638,8.046464813311827,-0.26245263292632603,-0.09731894620694831,0.0015275983822665585
GN,20325,189.119402,62.291814,5.167,Field,-0.183673,0.275365,-17.454985,0.186496,-2.496007,0.56808,7.512175482269272,7.657288174455335,7.793359279270779,-0.6889781517969181,-0.4635211274351589,-0.21456332898247035
GN,20338,189.134985,62.291893,7.0149,JADES-GN-OD-7.025,5.076389,0.06131,-19.596326,0.064738,-2.139482,0.190614,7.785391540392556,7.826928691220205,7.924265077976761,-0.25158752330445766,-0.13522710232252932,-0.06833500833210476
GN,20485,189.113084,62.29239,5.2702,Field,3.709255,0.286985,-17.95846,0.111801,-2.306488,0.367958,10.489147391043575,10.651199095835372,10.77921920245076,1.394686426902033,1.7154299218690496,1.9910762785478757
GN,20514,189.179302,62.292533,5.3557,Field,-0.090702,0.268875,-20.176189,0.021661,-2.597882,0.072794,10.091588318394889,10.167131379286001,10.430645989050385,1.4420127403210614,1.5260900019532677,1.6442669761407298
GN,20794,189.149029,62.293466,5.2972,Field,2.163127,0.258779,-18.400214,0.117187,-1.938168,0.383507,7.8060309107277055,7.961699488511654,8.140121753768323,-0.2962709526870529,-0.08753654792005836,0.10687915541897941
GN,20827,189.121241,62.293583,5.2973,Field,1.81181,0.304566,-18.141885,0.114516,-1.240608,0.307051,7.7859143362035415,7.921965923729179,8.061548568290863,-0.3111257645318486,-0.11491235080275986,0.0651938496626677
GN,21611,189.172975,62.296468,5.4529,Field,-0.38208,0.313659,-20.188025,0.050154,-2.016322,0.09926,9.090991552871909,9.264817347490077,9.433316628173037,0.37664956589704296,0.6826010950240572,0.9765168075329024
GN,21821,189.187924,62.297203,5.4496,Field,-0.321574,0.254543,-19.00698,0.069223,-2.413923,0.145098,7.783134795902892,8.050052549003103,8.28302598733131,-0.43860359975672153,-0.14507590922409425,0.1571937636267322
GN,22017,189.12085,62.29795,5.1976,JADES-GN-OD-5.194,2.022289,0.294896,-18.389161,0.113381,-2.13732,0.372108,7.900030907216787,8.090759241387914,8.218391616388512,-0.4437295394188818,-0.19346450382869998,0.05733100186490609
GN,22131,189.136665,62.29863,5.1936,JADES-GN-OD-5.194,4.970724,0.320408,-18.881304,0.088593,-2.157317,0.285386,7.990626033211131,8.306342573807035,8.450908203453599,-0.33464246750255927,-0.07336335186122254,0.26450143401414383
GN,22143,189.167105,62.298694,7.0295,JADES-GN-OD-7.025,4.291005,0.059649,-17.862366,0.213493,-2.010222,0.621935,7.6437738683381165,7.780924408561081,7.965219041778587,-0.3105073881849549,-0.18943572665866557,-0.1324227843585238
GN,22512,189.189135,62.300668,5.6546,Field,0.046025,0.141076,-20.158314,0.042603,-2.330535,0.091195,8.751514451170637,8.85337283944628,8.946321232797747,0.5375970000459427,0.7203492992116327,0.8829018153507632
GN,23213,189.143306,62.304806,5.2849,Field,0.652551,0.273111,-18.959897,0.091746,-1.727759,0.283666,8.441731787092518,8.574180502217233,8.70535510986299,-0.3037748421956948,0.05883230636973841,0.34448580740893875
GN,23340,189.166582,62.305603,5.1918,JADES-GN-OD-5.194,4.853855,0.287315,-20.437062,0.042696,-1.230877,0.117075,9.63571554004457,9.805482028792365,9.995884318142066,1.0741331633028235,1.375358274179526,1.6620062451093895
GN,23355,189.172193,62.305639,5.5847,Field,-0.304428,0.272523,-19.532402,0.059451,-2.469453,0.133051,7.892087008211519,7.920826125064135,7.984260620976817,-0.11268245770927306,-0.03913729441090109,0.0008474274453475547
GN,23424,189.166026,62.306187,5.1941,JADES-GN-OD-5.194,4.274645,0.310306,-17.811894,0.136266,-2.38525,0.440455,7.337321965560228,7.514961922247377,7.67371933264024,-0.7890421808480983,-0.5530078285630335,-0.30553763500020603
GN,23597,189.145171,62.307491,5.2832,Field,0.805462,0.257141,-17.735547,0.233979,-0.718743,0.608783,8.08830830319706,8.26031279410641,8.404891765417657,-0.3154094572177871,-0.06611053790564517,0.1647252669579613
GN,23931,189.17815,62.310643,6.5654,Field,3.137931,0.051898,-19.60705,0.052757,-2.058079,0.146284,8.19827437430833,8.237553208406402,8.299735074822143,0.2364524701208346,0.27907161777711426,0.29505190043404506
GN,24009,189.175952,62.311522,5.6572,Field,-0.277457,0.128157,-19.952595,0.043519,-2.307399,0.096921,8.941173315438721,9.062497394441426,9.145443058945963,0.48037867040274707,0.6647641760874266,0.8651246471379974
GN,24188,189.171889,62.314378,6.0165,Field,2.174603,0.058583,-18.954918,0.093309,-2.460024,0.237017,7.781708415758107,7.92825087804446,8.085576003904364,-0.4117075248698936,-0.1911717678597527,0.010838128898725497
GN,24584,189.062693,62.22028,4.9098,Field,-0.572101,0.394265,-19.814111,0.059591,-1.586291,0.14653,8.284082769991098,8.432515168918863,9.198945911256528,-0.6012278683264063,0.43019830647828045,0.6661765294186519
GN,24623,189.165004,62.220971,5.1777,JADES-GN-OD-5.191,13.866204,0.299491,-17.417972,0.1242,-1.49313,0.351603,7.471226829660497,7.754499338339504,7.906371360263352,-0.7766227905838629,-0.5213205956812998,-0.1957409703632089
GN,24694,189.055553,62.221509,8.3948,Field,6.575758,0.012906,-20.428535,0.047169,-2.74639,0.093117,8.062167778013668,8.224006099448022,8.345755814953502,-0.06935945555647557,0.20062579968271504,0.4209693835430595
GN,24702,189.149484,62.221981,5.1764,JADES-GN-OD-5.191,12.487476,0.30008,-20.339585,0.03883,-2.042323,0.1185,9.027057434707633,9.14462947597894,9.23164227249986,0.39299669665912873,0.5938288915366348,0.8292098013652534
GN,24719,189.116956,62.222079,5.183,JADES-GN-OD-5.191,10.867811,0.31239,-19.917354,0.054465,-1.686905,0.158591,8.714530427248828,8.876045136146079,8.983261406102612,0.42943877450800766,0.6227608307219632,0.8234390577797382
GN,24725,189.084153,62.222017,7.1934,Field,0.583531,0.064543,-20.783957,0.025418,-2.501073,0.080512,8.498732164789413,8.657142922468449,8.79459986141187,0.2819678338773579,0.5593008286299188,0.7479030126182479
GN,24726,189.084047,62.22204,7.1989,Field,0.845018,0.058215,-20.127219,0.039384,-2.474691,0.127454,8.161527288386079,8.309457568047613,8.461694994573078,0.05311212358822926,0.2674369242093124,0.45390739117368806
GN,24818,189.136556,62.223303,7.14,JADES-GN-OD-7.133,8.830206,0.059572,-21.231111,0.021626,-1.909013,0.067299,9.201756476145766,9.358076512959745,9.4623843447919,1.060814534353899,1.2537501101720923,1.4229485727224918
GN,24940,189.110317,62.22544,5.3447,Field,-0.364272,0.311958,-20.775142,0.040319,-1.807215,0.125482,8.665089868957086,8.82535582905422,9.01308732335559,0.5561366556862269,0.7887986162907066,0.9866336487798368
GN,25100,189.113466,62.227571,4.9063,Field,-0.570631,0.373849,-19.393563,0.098299,-2.160078,0.266463,8.400995488393198,8.588656130125978,8.734749910620494,0.09592719237897727,0.3271735819284742,0.5629324007101308
GN,25101,189.113386,62.227679,4.9106,Field,-0.327957,0.328867,-20.041257,0.066244,-1.780262,0.169103,8.981517575866144,9.186304174175964,9.321974528500949,0.5271338434178658,0.746434528383751,0.9905034570309762
GN,25220,189.127887,62.228886,5.1731,JADES-GN-OD-5.191,7.152174,0.294538,-19.217184,0.078663,-3.300038,0.301977,7.7105716558704,7.909137492060753,8.063089849240276,-0.44225944563290087,-0.17248114301128414,0.039808868872610204
GN,25435,189.100263,62.230825,5.1939,Field,5.226415,0.293203,-19.547867,0.046162,-2.172539,0.137697,8.099736501025605,8.544418393910945,8.729617353940492,-0.1601709937858713,0.09149140706814707,0.5320410422360848
GN,25436,189.100342,62.230885,5.1958,Field,4.415162,0.270225,-19.610445,0.054042,-2.197586,0.167317,9.004469790641139,9.150080182531587,9.226358750271437,0.24300320161078923,0.4666349326477205,0.6891369233844069
GN,25485,189.20343,62.231494,5.1051,Field,-0.22765,0.301349,-18.721913,0.079233,-1.982237,0.230462,8.50911832042592,8.63474331894041,8.742249960732366,-0.17381401421752146,0.056927963252675365,0.2926249634154643
GN,25527,189.149401,62.231863,5.295,Field,2.05752,0.30086,-20.14957,0.039468,-1.641919,0.117326,8.995394028031322,9.280474127635072,9.482148629460566,0.7458007258311542,0.9972914527196229,1.264362616006655
GN,26141,189.126184,62.237172,5.2668,JADES-GN-OD-5.269,3.442649,0.306868,-19.613954,0.042308,-2.298298,0.140341,8.288076295600039,8.420625395201457,8.805641579650343,-0.22272029309133753,0.2539370057880564,0.520943314599263
GN,26305,189.119637,62.238565,5.2724,JADES-GN-OD-5.269,3.688832,0.272289,-19.922151,0.041013,-1.841398,0.120126,8.46249029065077,8.72198759897224,9.151311667952687,0.049992053390114435,0.457511129815667,0.8027535978951793
GN,26307,189.120048,62.238663,5.2712,JADES-GN-OD-5.269,3.454343,0.278491,-20.246021,0.037528,-2.117039,0.113405,8.965864916400884,9.067569214348058,9.213979092635453,0.31663012755110803,0.6490988499781916,0.9702445091524451
GN,26356,189.109422,62.238795,7.1254,JADES-GN-OD-7.133,3.366812,0.061008,-19.494672,0.043903,-2.372716,0.137999,7.79500429779307,7.93513099845842,8.36090518105479,-0.6900189606120491,-0.05609281603195345,0.14463647803576218
GN,26460,189.09471,62.239349,5.293,Field,1.476269,0.287594,-19.934459,0.056282,-1.610877,0.175708,8.570442301683986,8.689629156222786,8.894101745599958,0.37448557840910845,0.645247840027138,0.8506921217407142
GN,26462,189.094932,62.239472,5.2952,Field,1.918725,0.246726,-20.309845,0.042532,-1.887622,0.133244,8.495626165396223,8.609986877850595,9.166962094964969,-0.055806635695783736,0.6279909294803726,0.7745353200972394
GN,26483,189.088632,62.23949,5.4424,Field,0.830757,0.29702,-20.766339,0.048081,-1.962557,0.084365,8.588738881796763,8.764373366365001,8.992191487353484,0.3964825273432973,0.673448803765796,0.9119711706665529
GN,26574,189.174933,62.240725,5.5435,Field,0.325381,0.278671,-19.635744,0.080623,-2.388523,0.162314,8.011384596260106,8.139228757131917,8.669950103082266,-0.5903397436605413,0.14728809524189296,0.31704899456087593
GN,26671,189.208545,62.241289,5.1837,JADES-GN-OD-5.191,16.414601,0.229668,-18.614937,0.072504,-2.513296,0.237324,7.8336708501999786,7.994412702279838,8.11743241061232,-0.42416755164935765,-0.1965976150225926,0.03211845745363381
GN,26772,189.12417,62.242221,5.2688,JADES-GN-OD-5.269,3.525818,0.274677,-19.811291,0.052617,-2.21108,0.174184,8.829461331907632,8.960288168563556,9.06145705055613,0.26463660393220545,0.43465736714981396,0.6380247170173071
GN,26831,189.203198,62.242444,7.6405,Field,4.780347,0.041372,-18.972379,0.12947,-2.060178,0.205492,8.412950834740204,8.759458227753953,9.101710375170224,0.5857140609906446,0.7518042538951762,0.8688755877663694
GN,26832,189.203061,62.242489,7.6474,Field,4.6926,0.042747,-20.294245,0.064547,-2.495319,0.107132,8.097299799747216,8.287062114292263,8.649318149804284,-0.36677244801517667,0.21605945395262668,0.5679407430051118
GN,27028,189.132733,62.243672,5.2988,Field,2.344482,0.271687,-18.441497,0.096287,-1.741274,0.29168,7.418221540096692,7.819984896879314,8.128932629692082,-0.8841543575336495,-0.4057544045795502,0.027385414043356458
GN,27225,189.125601,62.245254,5.2735,JADES-GN-OD-5.269,3.646465,0.305564,-18.151308,0.185722,-1.894181,0.587786,8.18497121063732,8.378109210745192,8.510903078100068,-0.41392602998179046,-0.03994061251618959,0.2592003301811041
GN,27296,189.125813,62.245861,5.2599,JADES-GN-OD-5.269,3.054054,0.275317,-19.124907,0.098806,-2.013218,0.311818,8.914343614048178,9.06268792864702,9.163977570810772,-0.11548088507953087,0.22751766555614852,0.5905846078513335
GN,27297,189.125745,62.245953,5.2674,JADES-GN-OD-5.269,3.200076,0.326912,-19.325119,0.088443,-1.726399,0.264592,8.615692654384555,8.792331722619208,8.911212437186517,0.006409017818788168,0.25420053425207284,0.4965451339911201
GN,27598,189.17849,62.24784,7.2671,Field,-0.00892,0.054359,-18.737458,0.132439,-2.397386,0.419258,7.55470894179132,7.779223459963902,8.198224437588964,-0.8460170985381644,-0.2919511614310352,-0.02267658993960145
GN,27712,189.248767,62.248459,5.1818,JADES-GN-OD-5.191,10.21563,0.317265,-19.862497,0.058691,-1.516238,0.164557,9.071334742491155,9.274129927667381,9.39455503491762,0.6074790603230057,0.8224623794199565,1.0596931305769206
GN,27776,189.224809,62.248871,5.8882,Field,1.237136,0.068969,-19.217017,0.076274,-2.685141,0.193618,8.13358129999004,8.24892388681097,8.357560366597797,-0.2775800942193749,-0.059052364160414206,0.1459075653050279
GN,28128,189.097329,62.25095,7.5162,Field,0.112347,0.058964,-18.840765,0.154769,-2.620183,0.293098,8.569642049982683,8.90804122764061,9.155793299198134,0.4637958945804754,0.7512214534808794,1.0142558975823324
GN,28887,189.234804,62.257486,5.1876,JADES-GN-OD-5.191,10.299435,0.289315,-20.897401,0.029561,-1.573372,0.083802,9.330802463305615,9.488934646144735,9.602194601906122,0.8541834517928809,1.0528012260671575,1.2709808266050955
GN,28904,189.069487,62.259435,5.3623,Field,0.341682,0.27834,-20.567042,0.030256,-1.512643,0.091672,9.0812081891251,9.239552877354559,9.465345708485344,0.6740444263560491,0.9592218565225358,1.2546089136463352
GN,29046,189.231362,62.259086,5.1856,JADES-GN-OD-5.191,10.222376,0.339238,-20.147835,0.031286,-1.940652,0.094969,8.564329961490637,8.70280272122411,8.813870177803521,0.3902117210877461,0.5594974418175841,0.7688265055016702
GN,29047,189.231038,62.25912,5.1866,JADES-GN-OD-5.191,10.513463,0.297272,-20.138803,0.045922,-1.947767,0.137837,8.460728248574812,8.588349498798298,8.709091144036195,0.30509938406715026,0.4780377074887678,0.6613952223560076
GN,29048,189.231249,62.259114,5.1865,JADES-GN-OD-5.191,11.207127,0.304208,-20.303868,0.026971,-1.846983,0.07866,8.436075541196134,8.565899715760729,8.707334269448165,0.3296809800342935,0.5114714397017361,0.693587785076781
GN,29768,189.038749,62.264817,7.3208,Field,-0.06015,0.064528,-19.913627,0.084493,-2.23795,0.271352,8.49174313884055,8.755192095256822,8.906066606008881,0.16912603096023107,0.4344613506181767,0.7042770505884245
GN,30132,189.088013,62.26874,5.1407,Field,0.339713,0.277031,-20.933464,0.024689,-1.944804,0.074474,9.448186112882864,9.572798098489862,9.659404100264016,0.8550038898203747,1.144966444736683,1.4688764365933589
GN,31111,189.13807,62.274437,6.7447,Field,3.739336,0.061725,-19.438664,0.051259,-2.135011,0.141893,8.318421202370917,8.4238231053771,8.52159091350359,0.42186531393371585,0.4669727018977176,0.48207621818818885
GN,31231,189.217983,62.275427,5.1824,JADES-GN-OD-5.191,7.825152,0.311882,-17.846152,0.134227,-1.954537,0.390906,7.8651086500602245,8.151484668685814,8.356397078500983,-0.6051222956779388,-0.285851898799798,0.05613534800779009
GN,31800,189.111539,62.277947,5.6335,Field,0.388889,0.151946,-20.156274,0.041898,-1.567724,0.080884,8.99128213228938,9.15480723435968,9.292584617263943,0.6422396216428644,0.9046354502067594,1.1279066741682269
GN,32446,189.179574,62.282389,7.0789,Field,2.187251,0.065268,-18.482949,0.156271,-1.335291,0.409554,7.950956411308833,8.111880381814872,8.311585018719782,0.05641506633482885,0.14783293423970648,0.19430251984546618
GN,32447,189.179801,62.282394,7.0841,Field,2.561888,0.059261,-19.287369,0.06726,-2.210218,0.215465,8.150377166877822,8.305153213566559,8.52821734462735,0.3124974918951068,0.3531070458196225,0.36723352462003117
GN,32522,189.160789,62.283071,7.0385,JADES-GN-OD-7.025,3.142502,0.060648,-19.685252,0.049715,-1.856818,0.15462,8.477465934722876,8.613482967835003,8.72469181323261,0.2105658263205943,0.3990285934463779,0.5997575991808899
GN,33042,189.142599,62.285699,5.2637,Field,3.66563,0.248713,-19.02665,0.059313,-1.542535,0.17433,8.24929585868758,8.379502418154695,8.504325907404114,0.10077232182520783,0.2757401775370938,0.4444159224439388
GN,33043,189.142434,62.285728,5.2638,Field,3.375,0.266229,-20.012196,0.025831,-2.137853,0.081541,8.234276593824532,8.280487929769684,8.350512776294098,0.2417889521395749,0.3145996824603487,0.3443184876519774
GN,33394,189.159792,62.287959,5.2738,Field,2.97351,0.323697,-19.788711,0.040052,-2.344444,0.136336,8.233233801298779,8.373568553880789,8.508201241506084,0.11325775445802169,0.3096954998961184,0.48116085204792125
GN,33813,189.115113,62.290831,6.0032,Field,2.181336,0.054934,-19.919257,0.036289,-2.23335,0.082696,8.513601586473444,8.605292305976274,8.686277223755233,0.3846747196318911,0.5552724566305681,0.6870418114119933
GN,33818,189.12193,62.291036,5.2979,Field,1.782747,0.303055,-19.083482,0.078401,-1.575116,0.228392,8.665038734258584,8.906310068150885,9.116823791743654,-0.013100499652999052,0.32892919116763886,0.6996940103946385
GN,33926,189.139996,62.291827,5.5885,Field,0.266892,0.31123,-19.788288,0.075262,-1.378657,0.137073,8.929369155514447,9.153445081177557,9.285769315622444,0.5215595305839335,0.7705483729202461,1.0462349634963612
GN,34444,189.11518,62.294971,5.1986,JADES-GN-OD-5.194,1.911208,0.261688,-18.661242,0.107557,-1.708089,0.311155,8.556828678856645,8.695745506466704,8.79051666040651,-0.07877754133526169,0.1614036626537729,0.40990167065447247
GN,34445,189.115338,62.295004,5.1992,JADES-GN-OD-5.194,1.504472,0.326754,-19.119008,0.078611,-1.687748,0.225363,7.913348526938069,8.011740705615761,8.333393360184143,-0.40037741624224144,-0.021127571493538038,0.1676640744204219
GN,34762,189.198339,62.297039,7.0379,JADES-GN-OD-7.025,3.578755,0.057372,-19.585671,0.076351,-1.717301,0.216401,8.482089680091978,8.645061386829568,8.801525398359054,0.38673309372273446,0.5740392741385467,0.766826016912607
GN,35068,189.16501,62.30018,6.5596,Field,3.037685,0.048155,-19.778884,0.049451,-2.205082,0.1367,8.408712494031157,8.500653160758912,8.596043676658427,0.3465173755610604,0.4927350130975433,0.6281450248247245
GN,35069,189.165114,62.30023,6.5595,Field,2.703704,0.052516,-19.251517,0.07014,-2.000353,0.183409,8.880075730631805,8.988766695144303,9.093459206633316,0.9823623927178449,1.0369385054985367,1.058999193168728
GN,35191,189.157796,62.302343,7.4945,Field,1.254791,0.054628,-20.399791,0.051252,-1.881176,0.086352,8.748277239527898,8.876767533157516,9.013065974814653,0.841322053396644,0.9150227092120965,0.9498626127384223
GN,35192,189.157981,62.302399,7.4992,Field,1.409639,0.05567,-21.033822,0.033036,-2.054183,0.059258,8.701717548720262,8.81302503907846,8.962479884513053,0.6051451566312782,0.8144493298760032,0.9528440491012267
GN,35355,189.156891,62.304523,5.242,Field,-0.259808,0.322181,-19.033786,0.081728,-2.346182,0.283229,8.040378689855247,8.263179700396684,8.408445542939752,-0.2556103809460541,-0.030274710860325783,0.221937386776253
GN,35483,189.165288,62.306604,5.2386,Field,-0.330656,0.241941,-18.899665,0.06376,-2.428575,0.220191,7.999794070306661,8.080884435519886,8.151835126931472,0.03730673440922523,0.14154266184712447,0.19067033645752862
GN,35508,189.165487,62.306889,5.1877,JADES-GN-OD-5.194,4.905111,0.285466,-20.644731,0.035227,-1.874068,0.108094,9.053330367508849,9.241458082620237,9.53502960917686,0.54020947437941,0.8960653019509583,1.1098780891678752
GN,35651,189.164985,62.309926,5.1873,JADES-GN-OD-5.194,4.120961,0.310856,-18.442836,0.108757,-2.186942,0.335224,7.792489037668082,7.960356607225568,8.097045812512357,-0.43328786632238614,-0.19169508453957415,0.05243859800365007
GN,45495,189.193915,62.171384,5.4178,Field,0.630561,0.270187,-18.890918,0.079749,-2.479566,0.165256,7.814348283921979,8.062843271087752,8.296240621442495,-0.5122415335863127,-0.2079120178653699,0.08758446931450316
GN,45606,189.182356,62.171665,5.2258,Field,2.686258,0.2773,-19.241202,0.059755,-1.970828,0.184551,8.30824429141633,8.426609400091326,8.520457208670905,-0.09071974450873652,0.13214823472133314,0.32821676007816847
GN,46427,189.203248,62.173932,5.1535,Field,-0.622855,0.308161,-19.258706,0.041644,-2.236447,0.131389,8.277329512391042,8.40156767034356,8.497216134679444,0.08122636765031349,0.23699665396572775,0.4360222646671248
GN,46918,189.193951,62.175358,5.2253,Field,2.7182,0.278402,-18.464886,0.064602,-2.165585,0.194619,9.196207115404198,9.308435805380041,9.413834697462782,1.117154315535014,1.3111309769944532,1.4291486391244559
GN,47329,189.205382,62.176513,5.7568,Field,-0.386503,0.07356,-18.44236,0.077787,-2.136877,0.171705,7.844539292024256,7.948277779121576,8.141852817789971,-0.31468631334984004,-0.04993521364444612,0.10049894523344592
GN,47468,189.197976,62.177016,7.1372,Field,1.546689,0.058705,-19.079258,0.050826,-1.731834,0.150394,8.610992523842217,8.744833221244427,8.87230498636204,0.7438435613068917,0.7897710676668437,0.8044027129823131
GN,47596,189.206709,62.177489,5.782,Field,1.955083,0.076897,-20.881732,0.03199,-1.433185,0.066252,9.550615545209281,9.944753574485203,10.116567758347788,1.0658394822014396,1.4295934695202304,1.9194972345760113
GN,48605,189.183847,62.179919,5.2328,Field,2.191889,0.319965,-18.991379,0.046239,-2.449434,0.159044,8.10572685665723,8.231762717918226,8.331345986604338,-0.27817815931141715,-0.08028921627724944,0.1376033485546746
GN,49205,189.202164,62.181603,5.4224,Field,1.010724,0.285369,-18.942617,0.051656,-1.997989,0.098543,7.814763636183741,7.939869218968889,8.09938034836274,-0.27361505547801973,-0.07958140843766368,0.09307478473092946
GN,49599,189.21753,62.182754,7.1318,Field,2.777148,0.056316,-19.202594,0.049861,-1.9219,0.150847,8.351655527427871,8.507546056689204,8.641102971784454,0.1525490501772351,0.35030402167749725,0.5430376883199882
GN,50220,189.18787,62.184395,7.4172,Field,2.012048,0.06086,-18.933552,0.09393,-1.586414,0.14806,8.609143286179325,8.799188120816305,9.017768649115496,0.3982639704226651,0.62665086279528,0.8429930804758972
GN,50989,189.210848,62.18661,5.4213,Field,1.213478,0.254283,-19.149594,0.057273,-1.864548,0.104087,8.25678618431593,8.473861785434314,8.730269529034098,-0.17394435464763142,0.17018745856332423,0.4552532646492527
GN,51392,189.191445,62.187784,7.4179,Field,2.264418,0.056872,-19.431344,0.070285,-2.127108,0.125791,8.200560644715283,8.382643394419084,8.507720765525026,-0.062196323849251965,0.2136836777503462,0.4542526610575288
GN,51560,189.176133,62.188285,5.1843,JADES-GN-OD-5.191,10.032162,0.30537,-19.299837,0.049939,-1.995448,0.152623,8.781553428636931,8.987520840769532,9.119925031226462,-0.03317205233048975,0.236054970807436,0.5855795440995532
GN,51883,189.232967,62.189101,8.6676,Field,5.25,0.014227,-19.636797,0.043031,-2.392809,0.096576,8.113354100654943,8.235590321711017,8.359521234585062,-0.05366701148432967,0.12805500409744944,0.29297530769147323
GN,52210,189.174803,62.190129,6.0282,Field,2.382187,0.055084,-20.176947,0.030909,-2.128545,0.075747,9.264189618427793,9.399812057075044,9.517585474028122,1.2245689497693644,1.4108459730303144,1.57095137197133
GN,53780,189.255713,62.194259,5.2231,JADES-GN-OD-5.191,3.679552,0.267962,-19.662041,0.03361,-1.690028,0.102422,8.728406011821978,8.914754209810216,9.094507507649752,0.32964112660355477,0.5872316063490809,0.8095558838304642
GN,54229,189.218286,62.195406,6.1968,Field,0.567398,0.036755,-19.390175,0.043941,-2.50781,0.116875,7.843564761143118,7.909092262032282,8.026275738067147,-0.21963952237819737,-0.06477734747991949,0.04871692110919126
GN,54261,189.187333,62.195487,5.6015,Field,1.836879,0.287348,-19.310746,0.04958,-1.492195,0.094971,8.127169788502648,8.197672661237103,8.319936067489948,0.03539007550889482,0.20133261085785528,0.3289289106605652
GN,55362,189.182977,62.198427,5.2043,JADES-GN-OD-5.191,1.877422,0.282704,-18.563969,0.045633,-2.587174,0.158557,8.2693412095166,8.37270588585214,8.455249795955593,0.028181550025105973,0.18275477005795554,0.3487692811743385
GN,55894,189.167961,62.199903,6.0222,Field,2.167899,0.059868,-18.781317,0.053161,-2.155027,0.128554,7.821454927422563,7.918551068078589,8.023778105653411,-0.22010259980435795,-0.07198937289498943,0.0567870396279281
GN,55906,189.197784,62.19996,5.9705,Field,4.122951,0.054456,-19.39299,0.045464,-2.365014,0.104356,8.016954233946613,8.155496999288696,8.271272769598612,-0.205033051968173,-0.008729176623902839,0.19289058615637172
GN,55925,189.190529,62.200027,6.7649,Field,1.74223,0.060392,-18.668467,0.075634,-1.880823,0.199051,8.13416011515551,8.26145696392492,8.382861133739453,-0.030848783249656054,0.15699133835187276,0.321545413883413
GN,55988,189.238482,62.200218,5.18,JADES-GN-OD-5.191,10.549567,0.290615,-19.178478,0.046278,-1.441153,0.125454,8.667971050024082,8.878122480604837,9.117597450258161,0.18387522504674725,0.5173006669690736,0.800441178375836
GN,55991,189.199996,62.200199,4.954,Field,-0.661991,0.340925,-19.344979,0.034371,-2.18314,0.099248,8.285730779059262,8.413763041579825,8.551784077547232,0.022543623890101186,0.2395580026402552,0.4363528480924572
GN,56168,189.241163,62.200656,5.2255,JADES-GN-OD-5.191,3.393505,0.292943,-17.945621,0.078683,-2.307688,0.2673,7.336061282264131,7.47938498195983,7.652641962560763,-0.799105960222464,-0.591917668994519,-0.40000617038700836
GN,56180,189.272602,62.200692,5.8007,Field,0.903553,0.07335,-17.779905,0.115659,-1.94633,0.245286,7.464842667748938,7.543040746132203,7.669505919778136,-0.5884303088599548,-0.4296417998857658,-0.33499955270528375
